Title,Price,Rating,Result Type,Image URL,Product Link
"Dell G15, 13th Gen Intel Core i5-13450HX Processor, NVIDIA RTX 3050-6GB, (16GB RAM 1TB SSD) FHD 15.6""/39.62 cm, Orange Backlit Keyboard, Win 11, MS Office'24, Dark Shadow Grey, 2.65Kg Gaming Laptop",₹79590,4.1,Ad,https://m.media-amazon.com/images/I/61ko2a0owDL._AC_UY218_.jpg,https://www.amazon.in/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/
"Dell 15 (Previously Inspiron), 13th Gen Intel Core i5-1334U (16GB RAM, 1TB SSD) FHD, Anti-Glare 15.6""/39.62cm, Windows 11 MSO'24, Silver, 1.62kg, 12 Month McAfee, Thin & Light, Backlit Keyboard Laptop",₹68990,3.7,Ad,https://m.media-amazon.com/images/I/611DLBKu8JL._AC_UY218_.jpg,https://www.amazon.in/Dell-Generation-i5-1334U-Processor-Keyboard/dp/B0DSFQZTVW/
"ASUS Chromebook CX1405 (2026), Intel N50 Processor, Intel UHD iGPU, 8GB RAM, 128GB SSD, FHD, 14"" (35.5 cm), Chrome OS, Pure Grey, 1.39 Kg, CX1405CTA-S60622, 42WHrs, Thin & Light Laptop",₹28990,N/A,Organic,https://m.media-amazon.com/images/I/61d+uhYgdNL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Chromebook-CX1405-Processor-CX1405CTA-S60622/dp/B0GV15KBMK
"acer Aspire Lite, AMD Ryzen 3 5300U Processor, 16 GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Premium Thin and Light Laptop",₹44990,4.0,Organic,https://m.media-amazon.com/images/I/513p8BwV-RL._AC_UY218_.jpg,https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8
"Primebook 2 Neo (2026) | 6GB RAM, 128GB Storage (Upgradable Upto 512GB) | MediaTek Helio G99 | Android 15 (PrimeOS3.0) | in-Built AI | 11.6” Thin & Light Laptop | Type-C, USB, MicroSD Ports",₹19990,4.4,Organic,https://m.media-amazon.com/images/I/713cu-sW3TL._AC_UY218_.jpg,https://www.amazon.in/Primebook-Upgradable-MediaTek-G99-PrimeOS3-0/dp/B0FDLB7BQZ
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",₹47990,4.1,Organic,https://m.media-amazon.com/images/I/71VXUiEYJ1L._AC_UY218_.jpg,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0569TU/dp/B0F4R5W1NC
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",₹54990,4.0,Organic,https://m.media-amazon.com/images/I/71zMooVIVAL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-Smartchoice-Windows-M1502YA-BQ703WS/dp/B0FC2LKFSC
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD, 14"", 60Hz,42WHrs, Windows 11, M365 Basic (1Year)*,Office Home 2024, Mixed Black, 1.38 kg, E1404FA-EB774WS, Thin & Light Laptop",₹52990,4.4,Organic,https://m.media-amazon.com/images/I/71AfM5k3J4L._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1404FA-NK5542WS/dp/B0FN9FV4ZZ
"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop",₹51990,4.1,Organic,https://m.media-amazon.com/images/I/71FXHAM+jWL._AC_UY218_.jpg,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ
"HP 255 Notebook, AMD Athlon Silver 7120U,8GB DDR4, 256GB SSD, 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, (Win 11, Silver,1.52kg) G10",₹38890,4.0,Organic,https://m.media-amazon.com/images/I/71rw7cd14mL._AC_UY218_.jpg,https://www.amazon.in/HP-Notebook-15-6-inch-Anti-Glare-Graphics/dp/B0DV984J97
"Dell 15 Laptop, 14th Gen Intel Core 3 100U Processor, 16GB DDR4, 512 SSD, Intel UHD Graphics, 15.6"" NT FHD 120Hz IPS AG 250 nit Display, Win 11 + Office H&S 2024, Carbon Black, Thin & Light- 1.63Kg",₹59990,N/A,Ad,https://m.media-amazon.com/images/I/71ZBa5+qu4L._AC_UY218_.jpg,https://www.amazon.in/Dell-Laptop-Processor-Graphics-Display/dp/B0GV1L119H/
"ASUS Vivobook 15 (2025), 13th Gen,Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 15.6"", 39.6 cm, Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VA-D5321WS, Thin & Light Laptop",₹47185,4.7,Ad,https://m.media-amazon.com/images/I/71bIUPAleZL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Windows-X1504VA-D5321WS/dp/B0G92LZJD3/
"ASUS Vivobook 15, 13th Gen, Intel Core i3-1315U, 16GB RAM, 512GB SSD, FHD, Anti-Glare, 15.6"", 39.6 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Quiet Blue, 1.70 kg, X1504VA-BQ342WS, Laptop",₹46990,4.2,Organic,https://m.media-amazon.com/images/I/71OUu3JeNIL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Anti-Glare-X1504VA-BQ342WS/dp/B0G4QP6FXJ
"acer Aspire 3, Intel Core Celeron N4500, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",₹39890,3.4,Organic,https://m.media-amazon.com/images/I/61+6C077NmL._AC_UY218_.jpg,https://www.amazon.in/Celeron-LPDDR4X-39-62cm-Windows-A325-45/dp/B0FF4QBNWM
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN",₹43811,4.1,Organic,https://m.media-amazon.com/images/I/71xHNSCyRsL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-MSOffice-82R400BRIN-Integrated-Graphics/dp/B09MM58Y7Q
"Model T490S Business Laptop | Core i7-8665U Processor (16GB DDR4 RAM- 256GB PCIe SSD -Win 10, 14.0"" FHD IPS Touch) (Tested & Pre Owned)",₹28000,N/A,Organic,https://m.media-amazon.com/images/I/51s9b2rKZ7L._AC_UY218_.jpg,https://www.amazon.in/Business-Laptop-i7-8665U-Processor-Tested/dp/B0GV7BGGMF
"ASUS Chromebook CX1405 (2025), Intel Core 3-N355, 8GB RAM, 128GB SSD, FHD 14""(35.56cm), Chrome OS, Pure Grey, 1.38Kg, CX1405CTA-S60724, Intel UHD Graphics, 42WHrs, Thin & Light Laptop",₹34490,4.2,Organic,https://m.media-amazon.com/images/I/71LikKalsOL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Chromebook-35-56cm-CX1405CTA-S60724-Graphics/dp/B0G52FKLPH
"Dell Inspiron 15 DC15250 Laptop (Intel Core 3-100U, 8GB DDR5 RAM, 512GB SSD, 15.6"" Full HD Display, Windows 11 Home, MS Office 2024 + Microsoft 365, Carbon Black, 1 Year NBD Warranty)",₹45750,N/A,Organic,https://m.media-amazon.com/images/I/71ZBa5+qu4L._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-DC15250-Microsoft-Warranty/dp/B0GS2VW9MN
"HP 15, AMD Ryzen 5 7520U,(16GB LPDDR5, 512GB SSD), Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win 11, Office 24,M365 Basic(1yr)*,Silver, 1.59kg, fc0690au, FHD Camera, Backlit KB Laptop",₹53990,4.0,Organic,https://m.media-amazon.com/images/I/71qeL9SvpeL._AC_UY218_.jpg,https://www.amazon.in/HP-Anti-Glare-Micro-Edge-fc0690au-Graphics/dp/B0CY2PLQ8N
Ultimus Pentium Quad Core Laptop|Student & Office Work Laptop|Dual Storage eMMC+SSD Expandable~1TB|1.2Kg|180° Hinge|Win 11 Home|4GB RAM 128GB|HDMI SD Card Slot | ‎Dual Speaker|Cloud Silver,₹13990,3.1,Organic,https://m.media-amazon.com/images/I/61rutN1uR6L._AC_UY218_.jpg,https://www.amazon.in/Ultimus-Pentium-Student-Storage-Expandable-1TB/dp/B0FKM5KW4R
"Primebook 2 Max 2026 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",₹28490,4.3,Ad,https://m.media-amazon.com/images/I/51JTBldTCXL._AC_UY218_.jpg,https://www.amazon.in/Primebook-Storage-15-6-Inch-MediaTek-Keyboard/dp/B0FFMQB3KL/
"Dell 15, Intel Core 3 14th Gen-100U, 16GB DDR4, 512GB SSD, FHD IPS, 15.6""/39.62cm, Windows 11, Microsoft Office Home 2024, Carbon Black, 1.63Kg, Thin & Light, Laptop Model NO - Dell 15 DCU5250",₹51990,3.8,Organic,https://m.media-amazon.com/images/I/71I4NoKj-oL._AC_UY218_.jpg,https://www.amazon.in/Dell-15-Processor-Graphics-Display/dp/B0FDWH5WTL
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",₹67900,4.6,Organic,https://m.media-amazon.com/images/I/61vTx-Qa1QL._AC_UY218_.jpg,https://www.amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR64G4H6
"Dell 15 (Previously Inspiron) Laptop, 14th Gen Intel Core 3 100U Processor, 8GB DDR4, 512 SSD, 15.6"" NT FHD 120Hz IPS AG 250 nit Display, Win 11 + Office H&S 2024, Carbon Black, Thin & Light- 1.63Kg",₹49990,4.1,Organic,https://m.media-amazon.com/images/I/717WZ7WriwL._AC_UY218_.jpg,https://www.amazon.in/Dell-Previously-Inspiron-Processor-Display/dp/B0BQJ68HHC
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Cool Silver, 1.38kg, E1404FA-NK5541WS, AMD Radeon iGPU, 42WHrs, M365 Basic (1Year)* Laptop",₹49990,3.8,Organic,https://m.media-amazon.com/images/I/71VIMPK2QKL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-Radeon-Windows-E1404FA-NK5541WS/dp/B0DTYPRFVM
"Primebook 2 Pro 2026 (New Launch) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",₹24990,4.4,Organic,https://m.media-amazon.com/images/I/51CIIx6l+VL._AC_UY218_.jpg,https://www.amazon.in/Primebook-Storage-14-1-Inch-MediaTek-Keyboard/dp/B0FFM8M9B5
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",₹48500,4.0,Organic,https://m.media-amazon.com/images/I/71aup0IO2ZL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1
"acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 | Metal Body | 1.34Kg | Black | 3 Year Warranty",₹47990,N/A,Organic,https://m.media-amazon.com/images/I/81fYz-KdI6L._AC_UY218_.jpg,https://www.amazon.in/acer-TravelLite-Anti-Glare-Display-Warranty/dp/B0GVJ5CHP9
"acer Aspire Lite, 13th Gen Intel Core i3-1305U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium, Laptop",₹44990,4.0,Organic,https://m.media-amazon.com/images/I/811747fHGDL._AC_UY218_.jpg,https://www.amazon.in/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87
"HP 15, 13th Gen Intel Core i5-1334U Laptop (12GB DDR4,512GB SSD) Anti-Glare,Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, fd0575TU",₹59530,3.7,Organic,https://m.media-amazon.com/images/I/71bagLp2sXL._AC_UY218_.jpg,https://www.amazon.in/HP-i5-1334U-Anti-Glare-Micro-Edge-fd0575TU/dp/B0F4R3MMMR
"acer Aspire Lite, AMD Ryzen 5 7430U Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Grey, 1.59 kg, AL15-41, Thin and Light Laptop",₹47990,4.0,Organic,https://m.media-amazon.com/images/I/71CgSaE-qeL._AC_UY218_.jpg,https://www.amazon.in/acer-Aspire-Processor-Windows-AL15-41/dp/B0F8RCM49Y
"acer Aspire Lite, AMD Ryzen 7 7730U, Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home, Steel Grey, 1.59 KG, AL15-41, Thin and Light Laptop",₹52990,4.1,Organic,https://m.media-amazon.com/images/I/712x87tz2yL._AC_UY218_.jpg,https://www.amazon.in/Aspire-7-7730U-Windows-Office-AL15-41/dp/B0FCXZ85YX
"acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",₹44990,4.0,Organic,https://m.media-amazon.com/images/I/71JEGsayyGL._AC_UY218_.jpg,https://www.amazon.in/Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CM6GVR56
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Top Metal Cover/Backlit Keyboard/1Yr ADP/Grey/1.6Kg), 83K100S3IN",₹66990,4.0,Organic,https://m.media-amazon.com/images/I/71D9HSayVSL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Keyboard-83K100S3IN/dp/B0GDQFZBQC
"HP Professional 14 (2026), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2024",₹47410,N/A,Organic,https://m.media-amazon.com/images/I/516VbaB5tZL._AC_UY218_.jpg,https://www.amazon.in/HP-Premium-Laptop-Display-Windows/dp/B0FKT4GX13
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN",₹35990,4.1,Organic,https://m.media-amazon.com/images/I/81+SKGgJ9yL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82RK00VWIN/dp/B0CR7WG86N
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021",₹46899,5.0,Organic,https://m.media-amazon.com/images/I/71XURoDxZ2L._AC_UY218_.jpg,https://www.amazon.in/HP-Professional-14-Intel-1315U/dp/B0FVJJFYY4
"Dell 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 512GB SSD) Anti-Glare FHD 15.6""/39.62cm, Windows 11, Microsoft Office Home 2024, Grey, 1.66kg, [Vostro 3530], 12 Month McAfee, Thin & Light Laptop",₹65990,3.7,Ad,https://m.media-amazon.com/images/I/712WiT-wexL._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1334U-Anti-Glare-Vostro-3530/dp/B0D2Y1BLDT/
"HP OmniBook AMD Ryzen 5 New AI 330 Processor (24GB DDR5 Ram, 1TB SSD), Anti-Glare,15.6''/39.6cm FHD, Win11,Office24, Silver,1.7kg, FHD Camera with Shutter, Fingerprint Reador, Backlit KB fn0074AU",₹67990,5.0,Organic,https://m.media-amazon.com/images/I/71ic0yMZhTL._AC_UY218_.jpg,https://www.amazon.in/HP-OmniBook-Processor-Anti-Glare-Fingerprint/dp/B0GLGP1TNT
"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB/512GB SSD/Windows 11/Microsoft 365 Basic + Office Home 2024/Backlit Keyboard/Grey/1.6Kg), 82XQ00XDIN",₹50990,4.1,Organic,https://m.media-amazon.com/images/I/71TpJsdzvCL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Ideapad-Backlit-Keyboard-82XQ008VIN/dp/B0CD4BQ4SF
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop",₹76490,4.0,Organic,https://m.media-amazon.com/images/I/71o5eHSQiKL._AC_UY218_.jpg,https://www.amazon.in/HP-Smartchoice-Upgradeable-Office24-fb3134AX/dp/B0FDKPXD95
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN",₹105990,5.0,Organic,https://m.media-amazon.com/images/I/81xbSMHZ0UL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-WUXGA-OLED-400Nits-Speakers-83CV00D3IN/dp/B0FK59XW2C
"Dell 15, AMD Ryzen 3 7320U Processor (8GB RAM / 512GB SSD/Windows 11 + Office H&S 2024 + M365 / 15.6""(39.62 Cm) FHD Display / 12 Month Mcafee/Black Color/ 1.63 Kg/Thin & Light Laptop",₹47990,4.1,Organic,https://m.media-amazon.com/images/I/61431iniPwL._AC_UY218_.jpg,https://www.amazon.in/Dell-Processor-Windows-Office-Display/dp/B0FZKZC8DG
"HP Victus, AMD Ryzen 7 7445HS, 4GB RTX 2050, 16GB DDR5(Upgradable) 512GB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fb3123AX, Backlit, Gaming Laptop",₹67990,4.2,Organic,https://m.media-amazon.com/images/I/71qIJPTTD3L._AC_UY218_.jpg,https://www.amazon.in/HP-Upgradable-Office24-fb3123AX-Backlit/dp/B0G9239R5S
"ASUS Vivobook 15, Smartchoice,Intel Core i5 13th Gen 13420H,16GB RAM, 512GB SSD, FHD 15.6"",Windows 11, Office Home 2024, Quiet Blue, 1.70 kg, X1502VA-BQ836WS,Intel UHD iGPU, M365 Basic (1Year)* Laptop",₹61990,4.2,Organic,https://m.media-amazon.com/images/I/818iNyzckGL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ836WS/dp/B0DTYKLHYC
"ASUS Vivobook 14 (2025),13th Gen, Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm) Windows 11 Home, M365 Basic(1 Year)* Office 2024, Quiet Blue,1.4 Kg, X1404VA-EB322WS, Thin & Light Laptop",₹48100,4.3,Ad,https://m.media-amazon.com/images/I/51bso8-1IGL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Windows-X1404VA-EB322WS/dp/B0FZC4J7BY/
